ID,Original User Story,Rewritten User Story,Correction Reason,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US029,"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.","User Story:
As a trainer, I want the ability to delete a course or event from my profile so that it is removed from the listings and prevents any confusion for participants in case of cancellation.

Acceptance Criteria:
- The deletion process must be completed within 3 seconds after the trainer confirms the action.
- At least 95% of deletion requests should successfully remove the course or event without errors.
- Trainers should receive a confirmation notification within 1 minute of the deletion.

Test Outline:
- Measure the time taken to complete the deletion process to ensure it meets the 3-second requirement.
- Track the success rate of deletion requests over a week to confirm it meets the 95% threshold.
- Verify that trainers receive confirmation notifications promptly after the deletion.","The original user story was clear but lacked measurable criteria and specificity. The improved version clarifies the capability, emphasizes the business relevance, and provides explicit acceptance criteria and a structured test outline to enhance clarity and focus on user needs.","it (ISO 29148)
that (ISO 29148)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US030,"As a trainer, I want to copy one of my courses or events, so that I can create a new one.","User Story:
As a trainer, I want to duplicate an existing course or event so that I can efficiently create a new course with similar content and structure, saving time and effort in the development process.

Acceptance Criteria:
- The duplication process must allow trainers to copy all course materials, including descriptions, schedules, and resources, within 5 seconds.
- At least 90% of duplicated courses should retain the original formatting and content accuracy.
- Trainers should receive a confirmation notification upon successful duplication of the course.

Test Outline:
- Measure the time taken to duplicate a course and ensure it meets the 5-second requirement.
- Review a sample of duplicated courses to verify that 90% or more maintain the original content and formatting.
- Check the notification system to confirm that trainers receive alerts for successful duplications.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the trainer's role, the capability to duplicate courses, and includes explicit, quantifiable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US031,"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.","User Story:
As a site admin, I want the ability to delete any course or event from the platform so that I can maintain an accurate and up-to-date listing of offerings, ensuring users only see relevant content.

Acceptance Criteria:
- The deletion process must be completed within 3 seconds for at least 95% of deletion requests.
- A confirmation prompt should appear before finalizing the deletion, with a success rate of 100% for accurate confirmations.
- Deleted courses or events should be permanently removed from the system and not retrievable after 5 minutes.

Test Outline:
- Measure the time taken to complete deletion requests to ensure compliance with the 3-second requirement.
- Verify that the confirmation prompt appears correctly and that all deletions are accurately reflected in the system.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the admin's role, the capability to delete, and the business relevance of maintaining accurate listings, along with measurable acceptance criteria and a structured test outline.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US032,"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.","User Story:
As a site editor, I want the ability to update any course or event details so that I can ensure all information is accurate and up-to-date, enhancing the user experience and maintaining content quality.

Acceptance Criteria:
- The editor must be able to make updates to course or event details within 3 minutes of identifying an issue.
- Changes made by the editor should reflect on the site within 1 minute of saving.
- At least 90% of users should report satisfaction with the accuracy of course and event information after updates are made.

Test Outline:
- Track the time taken for editors to complete updates and verify that it meets the 3-minute requirement.
- Monitor the time it takes for changes to appear on the site after saving to ensure it is within the 1-minute threshold.
- Conduct user surveys to assess satisfaction with the accuracy of the updated information.","The original user story was somewhat clear but lacked specificity and measurable criteria. The improved version clarifies the editor's role, specifies the capability, and outlines explicit, business-relevant benefits along with measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US033,"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.","User Story:
As a trainer, I want to convert a course into an event or vice versa so that I can accurately classify and organize all training materials, ensuring that at least 95% of entries are categorized correctly.

Acceptance Criteria:
- The conversion process must allow for changes to be completed within 5 minutes for each course or event.
- The system should maintain a 98% accuracy rate in categorizing materials post-conversion.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the ease of the conversion process.

Test Outline:
- Measure the time taken to convert a course to an event and vice versa to ensure it meets the 5-minute requirement.
- Review a sample of converted materials to verify the accuracy of classifications against the original entries.","The original user story was unclear and lacked measurable criteria. The improved version specifies the trainer's role, clarifies the capability, and provides explicit, quantifiable acceptance criteria and a structured test outline to enhance clarity and focus on business value.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US034,"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.","User Story:
As a site visitor, I want to utilize an advanced search feature that allows me to input specific search criteria through a form so that I can efficiently locate the information I need within 3 clicks.

Acceptance Criteria:
- The advanced search form must include at least 5 customizable fields for search criteria.
- Users should be able to retrieve relevant results with a minimum accuracy rate of 90%.
- The average time taken to complete a search using the advanced option should not exceed 5 seconds.

Test Outline:
- Test the advanced search functionality by measuring the time taken to complete a search and the accuracy of the results based on various criteria.
- Gather user feedback to assess the usability and effectiveness of the advanced search form.","The original user story was clear but lacked measurable criteria and specific performance metrics. The improved version enhances clarity by specifying the number of fields, accuracy requirements, and response times, making it more actionable and focused on user needs.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,5,1.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US035,"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.","User Story:
As a site visitor, I want to view a course and click on the trainer's name to be redirected to the trainer's profile so that I can gather detailed information about the trainer's qualifications and experience before deciding to register for a course.

Acceptance Criteria:
- The trainer's name must be clickable and redirect to the profile page within 1 second for at least 95% of users.
- The trainer's profile should include at least 3 key qualifications and 2 testimonials to provide comprehensive insights.
- User engagement metrics should show that at least 70% of visitors who view a course also visit the trainer's profile.

Test Outline:
- Measure the loading time of the trainer's profile page to ensure it meets the 1-second requirement.
- Review the content of the trainer's profile to confirm it includes the specified qualifications and testimonials.
- Analyze user behavior data to track the percentage of visitors who navigate from the course page to the trainer's profile.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the user's intent, providing quantifiable acceptance criteria, and outlining a structured test plan to ensure the functionality meets user needs.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US036,"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.","User Story:
As a site visitor, I want to subscribe to an RSS feed for upcoming courses and events so that I can receive timely updates and stay informed without needing to visit the site regularly.

Acceptance Criteria:
- Users must be able to subscribe to the RSS feed with a single click, achieving a subscription success rate of at least 95%.
- The RSS feed should deliver updates within 10 minutes of new courses or events being posted.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the usefulness and timeliness of the updates.

Test Outline:
- Test the subscription process to ensure it is completed successfully for 95% of users.
- Monitor the delivery time of updates from the RSS feed to confirm it meets the 10-minute requirement.
- Conduct user surveys to assess satisfaction with the RSS feed's content and frequency.","The original user story was clear but lacked measurable criteria and specific acceptance tests. The improved version enhances clarity by specifying the user's needs, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure the functionality meets user expectations.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US037,"As a site visitor, I want to read FAQs, so that I can get quick answers.","User Story:
As a site visitor, I want to access the FAQs section so that I can quickly find answers to common questions and enhance my understanding of the services offered.

Acceptance Criteria:
- The FAQs section must load within 3 seconds for at least 95% of visitors.
- The content should cover at least 10 of the most frequently asked questions, ensuring comprehensive coverage of user inquiries.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the clarity and usefulness of the answers provided.

Test Outline:
- Measure the loading time of the FAQs section to ensure it meets the 3-second requirement.
- Review the content of the FAQs to confirm it addresses the top 10 common questions based on user data.
- Conduct user surveys to assess satisfaction with the clarity and helpfulness of the FAQ responses.","The original user story was too general and lacked measurable criteria. The improved version specifies the user's intent, outlines clear acceptance criteria, and provides a structured test plan to ensure the FAQs meet user needs effectively.","most (ISO 29148)
it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US038,"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.","User Story:
As a site editor, I want to manage and update a comprehensive FAQ section so that the volume of easily answered support inquiries is reduced by at least 30%, allowing the support team to focus on more complex issues.

Acceptance Criteria:
- The FAQ section must contain at least 20 common questions and answers relevant to user inquiries.
- The implementation of the FAQ should lead to a measurable decrease in support tickets related to these questions by 30% within three months of launch.
- User engagement with the FAQ section should be tracked, aiming for at least 50% of users to access it before submitting a support request.

Test Outline:
- Analyze support ticket data before and after the FAQ implementation to measure the reduction in inquiries.
- Monitor the number of views and interactions with the FAQ section to assess user engagement.","The original user story was clear but lacked measurable criteria and specific goals. The improved version enhances clarity by specifying the expected reduction in support inquiries, the number of FAQs to be included, and outlines a structured approach to testing the effectiveness of the FAQ section.","it (ISO 29148)
that (ISO 29148)
these (ISO 29148)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US039,"As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.","User Story:
As a site visitor, I want to perform a full-text search of the FAQs so that I can quickly locate answers to my questions, enhancing my overall experience on the site.

Acceptance Criteria:
- The full-text search must return relevant FAQ results with at least 85% accuracy based on user queries.
- The search results should be displayed within 3 seconds for 90% of search attempts.
- Users should report a satisfaction rate of 80% or higher regarding the effectiveness of the search functionality.

Test Outline:
- Evaluate the accuracy of search results by comparing them against a set of common user queries.
- Measure the response time for search queries to ensure it meets the 3-second requirement.
- Conduct user surveys to gather feedback on the search experience and satisfaction levels.","The original user story was clear but lacked measurable criteria and specific acceptance standards. The improved version enhances clarity by specifying the user's needs, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure the functionality meets user expectations.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,5,1.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US040,"As a site member, I want to download the latest training material and methodology PDFs, so that I have them.","User Story:
As a site member, I want to download the most recent training materials and methodology PDFs so that I can stay updated with the latest information and enhance my learning experience.

Acceptance Criteria:
- Users must be able to download the latest PDFs within 5 seconds of initiating the download.
- At least 95% of download attempts should be successful without errors.
- The training materials should be updated and made available at least once every quarter.

Test Outline:
- Measure the time taken for downloads to ensure they meet the 5-second requirement.
- Track the success rate of download attempts over a month to confirm it meets the 95% threshold.
- Review the update schedule to ensure new materials are published quarterly.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the user's role and intent, specifies measurable acceptance criteria, and outlines a structured test plan to ensure the functionality meets user needs.","most (ISO 29148)
it (ISO 29148)
that (ISO 29148)
every (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US041,"As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.","User Story:
As a visitor, I want to download various resources such as presentations and PDFs on Scrum so that I can enhance my knowledge and apply best practices effectively.

Acceptance Criteria:
- Users must be able to download resources with a success rate of at least 95% without encountering errors.
- The download process should complete within 5 seconds for 90% of users.
- A feedback mechanism should be in place to gather user satisfaction ratings, aiming for at least 80% positive responses regarding the usefulness of the materials.

Test Outline:
- Track the success rate of downloads over a specified period to ensure it meets the 95% criterion.
- Measure the average download time for different resources to confirm it stays within the 5-second limit.
- Conduct user surveys to evaluate the perceived value of the downloaded materials.","The original user story was clear but lacked measurable criteria and specific acceptance metrics. The improved version enhances clarity by specifying the types of resources, establishing quantifiable acceptance criteria, and outlining a structured test plan to ensure the functionality meets user needs.","best (ISO 29148)
it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)
best (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US042,"As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.","User Story:
As a site member, I want to browse through a comprehensive list of job postings so that I can identify opportunities that match my skills and interests.

Acceptance Criteria:
- The job listing page must load within 3 seconds for at least 95% of users.
- Users should be able to filter job listings by at least 5 criteria (e.g., location, job type, salary range) to refine their search.
- The system should display a minimum of 50 job postings per page to enhance visibility of available opportunities.

Test Outline:
- Measure the loading time of the job listing page to ensure it meets the 3-second requirement.
- Test the filtering functionality to confirm that users can apply multiple filters and receive accurate results.
- Verify that the page consistently displays the required number of job postings.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the user's intent, specifies measurable acceptance criteria, and outlines a structured test plan to ensure the functionality meets user needs.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US043,"As a recruiter, I want to post a help wanted ad, so that I can attract candidates.","User Story:
As a recruiter, I want to publish a help wanted advertisement on the job portal so that I can attract qualified candidates and fill the position within 30 days.

Acceptance Criteria:
- The ad must be live on the job portal within 1 hour of submission.
- The advertisement should reach at least 500 potential candidates within the first week.
- At least 20% of applicants should meet the minimum qualifications specified in the job description.

Test Outline:
- Track the time taken from ad submission to publication to ensure it meets the 1-hour requirement.
- Monitor the reach of the advertisement through analytics tools to confirm it reaches at least 500 candidates.
- Review the qualifications of applicants to verify that at least 20% meet the criteria.","The original user story was too general and lacked measurable criteria. The improved version specifies the recruiter's role, clarifies the capability, and outlines explicit, business-relevant benefits with measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,2,4,2.0,4,5,1.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US044,"As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.","User Story:
As a site admin, I want to review and approve each help wanted advertisement before it is published on the site so that we can maintain a high standard of job quality and ensure that only legitimate listings are visible to users.

Acceptance Criteria:
- Each help wanted ad must be reviewed and approved within 24 hours of submission.
- At least 95% of ads should meet the quality standards set by the site, as determined by a review checklist.
- Admins should provide feedback on rejected ads, with a response rate of 100% to ensure clarity for submitters.

Test Outline:
- Track the time taken for each ad review to ensure compliance with the 24-hour approval window.
- Analyze the quality of approved ads through user feedback and engagement metrics to confirm that at least 95% meet the standards.
- Review the feedback process for rejected ads to ensure all submitters receive timely and constructive responses.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the admin's role, the process, and measurable acceptance criteria, along with a structured test outline to ensure accountability and quality.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US045,"As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.","User Story:
As a site admin, I want to receive an email notification each time a job is submitted so that I can promptly review the submission and determine whether to post it on the site.

Acceptance Criteria:
- An email notification must be sent to the admin within 1 minute of a job submission.
- The email should include key details of the job submission, such as the job title, submission date, and submitter's contact information.
- At least 95% of job submissions should trigger the email notification without errors.

Test Outline:
- Simulate job submissions and measure the time taken to receive the email notification to ensure it meets the 1-minute requirement.
- Verify the content of the email notification for accuracy and completeness against the submitted job details.
- Track the success rate of email notifications over a month to confirm it meets the 95% threshold.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the admin's role, the capability of receiving timely notifications, and includes measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US046,"As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.","User Story:
As a site member, I want to subscribe to an RSS feed of available job listings so that I can receive updates directly in my feed reader without needing to visit the site, enhancing my job search efficiency.

Acceptance Criteria:
- The RSS feed must include at least 95% of newly posted job listings within 10 minutes of their publication.
- Users should be able to subscribe to the RSS feed with a single click, with a confirmation message displayed 100% of the time.
- The feed should be accessible and functional across all major RSS readers, with a success rate of 90% in user testing.

Test Outline:
- Monitor the RSS feed for new job postings to ensure they are updated within the specified time frame.
- Test the subscription process to confirm that users receive a confirmation message after subscribing.
- Conduct compatibility tests with various RSS readers to verify accessibility and functionality.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the user's needs, providing quantifiable acceptance criteria, and outlining a structured test plan to ensure the feature's effectiveness.","that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,5,1.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US047,"As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.","User Story:
As a site admin, I want to have the ability to edit and delete help wanted ads so that I can promptly address any inaccuracies and ensure that all ads adhere to site guidelines, maintaining the quality of listings.

Acceptance Criteria:
- The admin must be able to edit or delete ads within 3 clicks to streamline the process.
- Changes made to ads should be reflected on the site within 1 minute to ensure timely updates.
- At least 95% of edited ads should comply with site guidelines upon review.

Test Outline:
- Track the number of clicks required to edit or delete an ad to ensure it meets the 3-click requirement.
- Monitor the time taken for changes to appear on the site after an edit or deletion is made.
- Review a sample of edited ads to confirm compliance with site guidelines.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by detailing the admin's capabilities, providing explicit acceptance criteria, and outlining a structured test plan to ensure compliance and efficiency.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US048,"As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.","User Story:
As a site admin, I want to automatically unpublish job listings 30 days after they are posted so that outdated job ads do not remain visible, ensuring that users only see current opportunities and improving the overall user experience.

Acceptance Criteria:
- Job listings must be automatically unpublished 30 days after the posting date, with a success rate of 100%.
- Notifications should be sent to the hiring party 7 days before the job is unpublished, ensuring they are aware of the upcoming action.
- User feedback should indicate a satisfaction rate of 90% or higher regarding the relevance of job listings.

Test Outline:
- Verify the automatic unpublishing process by checking job listings at the 30-day mark to ensure compliance.
- Monitor the notification system to confirm that reminders are sent out as scheduled.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by specifying the automatic process, measurable acceptance criteria, and a structured test outline to ensure the functionality meets user needs.",that (ISO 29148),4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US049,"As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.","User Story:
As a recruiter, I want to extend my job advertisement for an additional 30 days by accessing the site and updating the posting so that my ad remains visible to potential candidates and maximizes my hiring opportunities.

Acceptance Criteria:
- The extension process must be completed within 5 minutes of initiating the update.
- At least 90% of ads should successfully extend without errors when the update is submitted.
- Recruiters should receive a confirmation notification within 1 minute of successfully extending the ad.

Test Outline:
- Measure the time taken to complete the extension process from start to finish to ensure it meets the 5-minute requirement.
- Track the success rate of ad extensions over a month to confirm it meets the 90% threshold.
- Verify the timely delivery of confirmation notifications after the extension is processed.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the process, measurable acceptance criteria, and a structured test outline to ensure the functionality meets business needs.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US050,"As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.","User Story:
As an advertiser, I want to receive an email reminder 7 days prior to the expiration of my advertisement so that I can take timely action to extend the ad and maintain its visibility.

Acceptance Criteria:
- The reminder email must be sent exactly 7 days before the ad expiration date for 100% of active advertisements.
- The email should include a direct link to the ad management page, ensuring at least 90% of users can easily access the extension option.
- User feedback should indicate a satisfaction rate of 80% or higher regarding the usefulness of the reminder emails.

Test Outline:
- Verify the email reminder system by tracking the delivery of reminders for all active ads to ensure they are sent 7 days in advance.
- Conduct user surveys to assess the effectiveness and clarity of the reminder emails.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the timing, accuracy, and user satisfaction metrics, along with a structured test outline to ensure functionality.","that (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,4,-1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,4,0.0,—
US051,"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.","User Story:
As a site visitor, I want to see a new article featured on the front page at least once a week so that I can stay informed about the latest news and developments.

Acceptance Criteria:
- A new article must be published and displayed on the front page at least once every 7 days.
- At least 80% of visitors should engage with the new article by clicking on it within 24 hours of publication.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the relevance and quality of the articles.

Test Outline:
- Track the publication schedule to ensure a new article is posted weekly.
- Analyze click-through rates on the new articles to confirm engagement levels.
- Conduct user surveys to gather feedback on article relevance and quality.","The original user story was clear but lacked measurable criteria and specificity. The improved version clarifies the user's intent, establishes explicit acceptance criteria, and outlines a structured test plan to ensure the functionality meets user needs.","it (ISO 29148)
that (ISO 29148)
every (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US052,"As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.","User Story:
As a site editor, I want to add a teaser for each article so that site visitors can quickly assess the content and decide whether to read the full article, improving engagement and reducing bounce rates.

Acceptance Criteria:
- Each article must have a teaser of at least 50 words that summarizes the main points.
- Teasers should be displayed on the homepage and article listing pages for 100% of articles published.
- The click-through rate (CTR) for articles with teasers should increase by at least 20% within the first month of implementation.

Test Outline:
- Review a sample of articles to ensure that teasers meet the word count and content quality standards.
- Analyze website analytics to measure the CTR before and after the implementation of teasers.","The original user story was clear but lacked measurable criteria and specific business outcomes. The improved version enhances clarity by specifying the requirements for the teaser, establishing measurable acceptance criteria, and outlining a test plan to verify the effectiveness of the feature.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US053,"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.","User Story:
As a site member who has read a teaser on the front page, I want to access the full article so that I can thoroughly explore topics of interest and enhance my understanding.

Acceptance Criteria:
- Users must be able to access the full article within 3 seconds of clicking the teaser link.
- At least 90% of articles should be accessible without encountering errors or broken links.
- User engagement metrics should show a minimum of 75% of readers completing the articles they start.

Test Outline:
- Measure the loading time for full articles after clicking on teasers to ensure it meets the 3-second requirement.
- Track the error rates for article access over a month to confirm that 90% of articles are functioning correctly.
- Analyze user engagement data to determine the completion rate of articles.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by defining the user's intent, providing explicit acceptance criteria, and outlining a structured test plan to ensure the functionality meets user needs.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US054,"As the site editor, I want to add an article to the site, so that the site has plenty of content.","User Story:
As a site editor, I want to add a new article to the site so that the content library expands by at least 10 articles per month, enhancing user engagement and providing valuable information to our audience.

Acceptance Criteria:
- The article must be published within 24 hours of submission for timely content delivery.
- Each article should meet a minimum word count of 800 words and include at least 3 relevant images or graphics.
- User engagement metrics, such as average time spent on the article, should increase by 20% within one month of publication.

Test Outline:
- Track the time taken from article submission to publication to ensure it meets the 24-hour requirement.
- Review published articles for compliance with the word count and media inclusion criteria.
- Analyze user engagement metrics post-publication to verify the 20% increase in average time spent.","The original user story was too general and lacked measurable criteria. The improved version specifies clear goals for content quantity, quality, and user engagement, along with detailed acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US055,"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.","User Story:
As a site editor, I want to establish start and stop publishing dates for articles, as well as designate the publication date for older articles, so that content is displayed only during relevant timeframes, enhancing user engagement and content relevance.

Acceptance Criteria:
- Editors must be able to set start and stop publishing dates for articles with changes reflected on the site within 1 minute.
- The system should automatically hide articles outside their designated publishing periods for at least 95% of cases.
- A notification should be sent to editors confirming the successful scheduling of articles within 2 minutes of setting the dates.

Test Outline:
- Test the functionality by setting various publishing dates and verifying that articles appear or disappear as expected.
- Monitor the time taken for the system to reflect changes and confirm that notifications are sent within the specified timeframe.","The original user story was clear but lacked measurable criteria and specificity. The improved version clarifies the editor's role, emphasizes the importance of content relevance, and provides explicit, quantifiable acceptance criteria and a structured test outline.","that (ISO 29148)
be able to (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US056,"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.","User Story:
As a site editor, I want to have the ability to select which articles are featured on the home page so that the most engaging and relevant content is prominently displayed, increasing user engagement and site traffic.

Acceptance Criteria:
- Editors must be able to designate articles for the home page within 3 clicks.
- At least 80% of featured articles should receive a minimum of 100 views within the first week of being displayed on the home page.
- The system should allow for easy toggling of featured status, with changes reflected on the home page within 5 minutes.

Test Outline:
- Measure the number of clicks required to feature an article and ensure it does not exceed 3.
- Track the view counts of featured articles over the first week to confirm they meet the 100 views threshold.
- Test the toggling feature to verify that changes are updated on the home page within the specified time frame.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by specifying the capability, business relevance, and includes quantifiable acceptance criteria and a structured test outline.","most (ISO 29148)
easy (ISO 29148)
it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
