id,status,rounds,original_text,final_text,overall_before,overall_after,I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,delta_overall
US045,done,9,"As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.","User Story:
As a site administrator, I want to receive email notifications for every job submission, so that I can stay informed and determine whether to publish the listing.

Acceptance Criteria:
- Receive an email alert immediately upon job submission.
- Ensure the email contains all relevant job details for review.
- Confirm that notifications are sent without delays or errors.

Test Outline:
- Submit a job and check for the corresponding email notification.
- Verify that the email includes complete and accurate job information.
- Test the system for any delays in sending notifications.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US046,done,3,"As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.","User Story:
As a registered member of the site, I want to enroll in an RSS feed for job listings so that I can conveniently access and read them without needing to navigate to the website.

Acceptance Criteria:
- Successfully subscribe to the RSS feed for job opportunities.
- Receive timely updates through the RSS feed whenever new jobs are posted.
- Ensure the feed displays job listings accurately and in a user-friendly format.

Test Outline:
- Verify that the subscription process to the RSS feed is seamless and functional.
- Check the RSS feed for timely updates on new job postings.
- Validate that the job listings are presented correctly in the feed.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,1.0
US047,done,9,"As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.","User Story:
As a site administrator, I want the ability to modify and delete help wanted postings, allowing me to rectify any errors and maintain adherence to the site's standards.

Acceptance Criteria:
- Enable the editing of current help wanted postings to fix any inaccuracies.
- Allow for the deletion of postings that do not comply with the site's criteria.
- Ensure that all modifications are reflected on the site in real-time.

Test Outline:
- Verify that the editing functionality successfully updates the posting.
- Check that deleted postings are no longer visible on the site.
- Confirm that all modifications comply with the site's established guidelines.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,3,1.0,1,2,1.0,0.0
US048,done,6,"As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.","User Story:
As a site administrator, I want to automate the removal of job postings 30 days after they are published, ensuring that outdated listings are not displayed when employers fail to delete them.

Acceptance Criteria:
- Develop a mechanism that detects and marks job postings for removal after a 30-day period.
- Guarantee that marked job postings are no longer accessible to users on the platform.
- Notify the employer prior to the removal of their job listing.

Test Outline:
- Confirm that job postings are marked for removal precisely 30 days after their publication date.
- Ensure that marked postings are concealed from public access.
- Validate that notifications are dispatched to employers before their job listings are removed.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,2,3,1.0,2,3,1.0,1,3,2.0,1.0
US049,done,9,"As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.","User Story:
As a recruitment coordinator, I want to extend the visibility of my job listing for an additional 30 days by accessing the platform and updating the advertisement, ensuring it continues to attract qualified candidates.

Acceptance Criteria:
- Successfully log into the platform and locate the specific job listing.
- Modify the advertisement to extend its active period by 30 days.
- Verify that the job listing remains live and visible to prospective applicants.

Test Outline:
- Confirm the ability to log in and find the targeted job listing.
- Ensure the extension process is executed smoothly without any errors.
- Check that the advertisement is still active and accessible to candidates after the modification.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,2,2,0.0,2,3,1.0,1,2,1.0,0.0
US050,done,9,"As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.","User Story:
As an advertiser, I want to receive an email alert one week before my advertisement expires, enabling me to take timely action to prolong its visibility.

Acceptance Criteria:
- Receive a notification email precisely seven days prior to the advertisement's expiration.
- Ensure the email includes essential information about the ad and available extension options.
- Confirm that reminders are dispatched for all active advertisements approaching their expiration date.

Test Outline:
- Monitor the email inbox for the reminder notification exactly one week before the ad's expiration.
- Verify that the email contains all pertinent details regarding the advertisement and the extension procedure.
- Test the system to ensure that reminders are consistently generated for all relevant ads.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,0.0
US051,done,9,"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.","User Story:
As a frequent visitor to the site, I want a newly released article prominently displayed on the homepage each week, so that I stay informed about the latest news and developments.

Acceptance Criteria:
- Guarantee that a new article is showcased on the homepage at least once every week.
- The article should cover relevant and timely topics of interest to the audience.
- Users must receive notifications when a new article is published.

Test Outline:
- Review the homepage weekly to verify the availability of a new article.
- Evaluate the article's content for its relevance and contemporary importance.
- Ensure that users are promptly alerted about the publication of new articles.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US052,done,9,"As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.","User Story:
As a content curator, I aim to create captivating teasers for each article, enabling site visitors to quickly assess their interest in delving into the full content.

Acceptance Criteria:
- Each article must include a teaser that does not exceed 150 characters.
- Teasers should effectively summarize the article's main themes.
- Ensure that teasers are prominently featured on the article overview page for easy visibility.

Test Outline:
- Review multiple articles to confirm the presence of a teaser.
- Verify that all teasers adhere to the 150-character maximum.
- Evaluate the prominence and strategic positioning of teasers on the website.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,0.0
US053,done,3,"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.","User Story:
As a registered member of the site who has seen a preview on the homepage, I want to access the full article so that I can complete reading content that interests me.

Acceptance Criteria:
- Provide a seamless link from the teaser to the full article.
- Ensure the full article loads without delays.
- Confirm that all articles are accessible to members who have viewed the teaser.

Test Outline:
- Test the functionality of the link from the teaser to the full article.
- Measure the loading time of the full article.
- Verify that all articles are available for reading after engaging with the teaser.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,3,2.0,1.0
US054,done,9,"As the site editor, I want to add an article to the site, so that the site has plenty of content.","User Story:
As a content manager, I aim to publish a new article on the website to enhance the site's content portfolio and captivate our audience.

Acceptance Criteria:
- Successfully draft and format the article for online publication
- Ensure the article is live on the site within a 24-hour timeframe
- Confirm that the article is tagged and categorized appropriately for improved discoverability

Test Outline:
- Review the article's formatting and content accuracy prior to publication
- Track the publication process to ensure adherence to the 24-hour timeline
- Assess the article's visibility and searchability on the website",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US055,done,3,"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.","User Story:
As a content manager, I want to establish start and end publishing dates for articles, as well as specify the original publication date, so that articles are displayed only during designated timeframes.

Acceptance Criteria:
- Ability to set a start date for when an article becomes visible.
- Ability to define an original publication date for archival purposes.
- Ability to set an end date for when an article should no longer be accessible.

Test Outline:
- Verify that articles are published according to the specified start and end dates.
- Check that the original publication date is correctly recorded and displayed.
- Ensure that articles are hidden after the end date has passed.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US056,done,9,"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.","User Story:
As a content editor, I want the ability to select which articles appear on the homepage, ensuring that the most valuable content is highlighted for maximum visibility.

Acceptance Criteria:
- Implement a feature to mark articles for homepage display.
- Ensure that only designated articles are showcased on the homepage.
- Provide an easy-to-use interface for managing homepage content.

Test Outline:
- Verify that the selection feature allows for marking articles for the homepage.
- Check that only the selected articles are visible on the homepage.
- Test the interface for usability and accessibility in managing content.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US057,done,9,"As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.","User Story:
As a content editor, I want to exert significant influence over the layout and design of articles so that the presentation captivates and retains reader interest.

Acceptance Criteria:
- Enable customization of font types and sizes for both headings and body content
- Provide options for adjusting the positioning and dimensions of images within the article
- Equip editors with tools to format text using bullet points, quotations, and various styling options

Test Outline:
- Confirm that font customization features work effectively and reflect updates in the article's appearance
- Validate that images can be moved and resized according to the editor's specifications
- Ensure that text formatting tools are user-friendly and yield the intended visual enhancements",1,2,1,3,2.0,1,3,2.0,2,3,1.0,0,2,2.0,2,2,0.0,0,2,2.0,1.0
US058,done,3,"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.","User Story:
As a website visitor, I want to click on the link from the article preview to be taken directly to the full article, rather than being redirected to another preview, so that I can seamlessly read and complete the article.

Acceptance Criteria:
- The link from the article teaser leads directly to the article body.
- No intermediate teaser pages are presented when accessing the article.
- Users can access the full content without additional clicks.

Test Outline:
- Click on the article teaser link and verify it directs to the full article.
- Ensure that no teaser setup appears before the article body.
- Confirm that the article loads completely without requiring further navigation.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,3,2.0,1.0
US059,done,3,"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.","User Story:
As a content editor, I want to specify if an article is accessible to the public or restricted to members only, so that potential visitors are motivated to sign up for membership.

Acceptance Criteria:
- Clearly mark articles as ""Public"" or ""Members Only""
- Ensure that access restrictions are enforced based on the designation
- Track membership sign-ups resulting from article visibility

Test Outline:
- Verify that articles are correctly labeled according to their access level
- Test access to articles to confirm restrictions are applied accurately
- Analyze membership sign-up data to assess the impact of article availability",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,2,0.0,1,3,2.0,1.0
US060,done,3,"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.","User Story:
As a prospective reader, I want to access a selection of articles on your site so that I can gain knowledge without needing to register first.

Acceptance Criteria:
- Provide access to a limited number of articles without requiring user registration.
- Ensure that the articles are easily discoverable on the homepage.
- Allow visitors to read at least 3 articles before prompting for sign-up.

Test Outline:
- Verify that a selection of articles is available for reading without login.
- Check the visibility and accessibility of these articles on the homepage.
- Confirm that the system allows reading of at least 3 articles before a registration prompt appears.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,3,2.0,1.0
US061,done,9,"As a site member, I want to have full access to all articles, so that there is a benefit to being a member.","User Story:
As a premium member of the platform, I want to have unrestricted access to all articles, ensuring that my subscription provides tangible value.

Acceptance Criteria:
- Members can effortlessly view and read all articles without any limitations.
- Content exclusive to members is clearly identified for easy recognition.
- An alert system notifies members about the release of new articles.

Test Outline:
- Verify that all articles are accessible to members without any restrictions.
- Check that exclusive content is prominently marked for member visibility.
- Test the notification system to ensure members receive prompt alerts regarding new article publications.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US062,done,3,"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.","User Story:
As a website visitor, I want to perform a comprehensive search across article content, titles, and author names, so that I can easily locate the information I need.

Acceptance Criteria:
- Enable full-text search functionality across all articles.
- Ensure search results include matches from the body, title, and author name.
- Provide relevant results within a reasonable response time.

Test Outline:
- Test the search feature with various keywords to confirm it retrieves accurate results.
- Verify that results display matches from the article body, title, and author.
- Measure the response time to ensure it meets user expectations.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,1.0
US063,done,3,"As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.","User Story:
As a site visitor, I want to enroll in an RSS feed for articles so that I can conveniently access and read them without needing to navigate to the website.

Acceptance Criteria:
- Successfully subscribe to the RSS feed with a confirmation message.
- Receive updates for new articles through the RSS feed.
- Ensure the feed is updated in real-time with the latest content.

Test Outline:
- Verify that the subscription process completes with a confirmation.
- Check the RSS feed for timely updates on new articles.
- Test the feed's functionality by accessing it from an RSS reader.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,1.0
US064,done,9,"As a site visitor, I want to post comments about articles, so that others can read them.","User Story:
As a website visitor, I want to share my thoughts on articles by posting comments, which will encourage interaction and dialogue among readers.

Acceptance Criteria:
- Successfully submit a comment on an article.
- Ensure that the comment is visible to other users on the article's page.
- Allow users to edit or delete their comments after they have been posted.

Test Outline:
- Verify that a comment can be submitted successfully on an article.
- Check that the comment appears on the article page for other users to view.
- Test the functionality for editing and deleting comments to confirm they work as intended.",2,2,2,2,0.0,1,3,2.0,2,2,0.0,1,2,1.0,2,2,0.0,1,3,2.0,0.0
US065,done,3,"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure.","User Story:
As a website editor, I want a dedicated section on the homepage for highlighting special announcements that aren't limited to news or articles, so that I can enhance their visibility and engagement.

Acceptance Criteria:
- Create a visually distinct area on the homepage for special announcements.
- Ensure the section is easily editable by the site editor.
- Allow for the inclusion of various media types (text, images, links) in the announcements.

Test Outline:
- Verify the presence of the new announcement section on the homepage.
- Test the editing functionality to ensure ease of use for the site editor.
- Check that different media types can be successfully displayed within the section.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,1.0
US066,done,9,"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.","User Story:
As a content manager, I seek the ability to customize the layout of website elements, enabling me to effectively showcase a variety of content types.

Acceptance Criteria:
- Allow users to reposition content blocks anywhere on the page.
- Support the creation of additional content sections as needed.
- Guarantee that all changes can be saved and published seamlessly, free from technical errors.

Test Outline:
- Evaluate the functionality to move content blocks to different locations.
- Verify that new content sections can be added and displayed correctly.
- Ensure that all modifications can be saved and published without complications.",1,2,2,2,0.0,1,3,2.0,2,2,0.0,0,2,2.0,2,2,0.0,0,2,2.0,1.0
US067,done,9,"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.","User Story:
As a course coordinator, I want to prominently highlight upcoming courses on the homepage to inspire potential participants to enroll, thereby enhancing the overall value of my membership offerings.

Acceptance Criteria:
- Ensure that upcoming courses are featured prominently on the homepage for optimal visibility.
- Track enrollment figures for the highlighted courses to assess interest.
- Gather participant feedback to measure the success of the promotional efforts.

Test Outline:
- Verify that upcoming courses are easily accessible and visually appealing on the website.
- Analyze registration data to evaluate the impact of the visibility improvements.
- Conduct surveys to collect feedback from participants about their awareness of the courses.",1,2,1,2,1.0,1,3,2.0,2,2,0.0,0,2,2.0,2,2,0.0,0,2,2.0,1.0
US068,done,3,"As a site visitor, I want to see new content when I come to the site, so that I come back more often.","User Story:
As a website visitor, I want to access fresh content upon my arrival so that I am encouraged to return frequently.

Acceptance Criteria:
- Display updated content on the homepage each time a visitor logs in.
- Ensure that at least 3 new articles or features are available for viewing.
- Track visitor engagement metrics to assess return rates.

Test Outline:
- Verify that new content is presented on the homepage for each visit.
- Check that the number of new articles or features meets the minimum requirement.
- Analyze visitor return rates to evaluate the effectiveness of the content updates.",1,3,2,3,1.0,1,3,2.0,2,3,1.0,1,2,1.0,2,3,1.0,0,2,2.0,2.0
US069,done,3,"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.","User Story:
As a site visitor, I want to access engaging articles that align with my interests effortlessly, so that I consistently return to the site for the latest insights and learning in agile methodologies.

Acceptance Criteria:
- Curate a selection of articles tailored to user preferences.
- Ensure articles are easily navigable from the homepage.
- Track user engagement metrics to assess return visits.

Test Outline:
- Analyze user interaction data to confirm article relevance.
- Test navigation pathways to ensure seamless access to articles.
- Monitor return visit rates to evaluate the effectiveness of content curation.",1,3,1,3,2.0,1,3,2.0,2,3,1.0,1,3,2.0,1,3,2.0,0,3,3.0,2.0
US070,done,9,"As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.","User Story:
As a visitor to the website, I want to swiftly grasp the fundamentals of Scrum and the value of its alliance upon arriving at the page, so that I stay engaged and do not exit immediately.

Acceptance Criteria:
- Deliver a succinct and clear overview of Scrum within the initial seconds of page loading.
- Emphasize the relevance of the Scrum alliance in a captivating manner.
- Ensure that the content is visually appealing and easily navigable to maintain visitor interest.

Test Outline:
- Evaluate the clarity and prominence of the Scrum overview on the landing page.
- Collect user insights regarding the perceived significance of the Scrum alliance.
- Track bounce rates to assess visitor engagement following the implementation of enhancements.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US071,done,9,"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.","User Story:
As an aspiring visitor, I want to quickly understand the role of a Customer Success Manager (CSM) and the benefits of pursuing this profession while browsing the homepage, so that I feel inspired to explore more detailed information.

Acceptance Criteria:
- Present a clear and compelling definition of a CSM prominently on the homepage.
- Highlight the key advantages and career opportunities associated with the CSM position.
- Include engaging visuals or testimonials that captivate visitors and motivate them to seek further information.

Test Outline:
- Assess the visibility and clarity of the CSM definition on the homepage.
- Evaluate the effectiveness of the content in conveying the advantages of the CSM role.
- Monitor user engagement metrics to determine if visitors are clicking to discover more about the CSM career.",1,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,0,2,2.0,1.0
US072,done,3,"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.","User Story:
As a website visitor, I want a straightforward way to return to the homepage so that I can navigate the site without confusion.

Acceptance Criteria:
- Provide a prominent home button on every page.
- Ensure the home button is accessible within two clicks from any location on the site.
- Confirm that clicking the home button redirects to the homepage instantly.

Test Outline:
- Check the visibility and placement of the home button on various pages.
- Test the number of clicks required to reach the homepage from different sections.
- Measure the loading time of the homepage after clicking the home button.",1,3,2,3,1.0,1,3,2.0,2,3,1.0,1,3,2.0,2,3,1.0,0,3,3.0,2.0
US073,done,3,"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.","User Story:
As a site visitor, I want to access a curated list of the most popular items on the website, so that I can easily engage with the most relevant and high-quality content.

Acceptance Criteria:
- Display a list of the top 10 most popular items based on user engagement metrics.
- Update the list dynamically to reflect real-time popularity changes.
- Ensure the list is easily accessible from the homepage.

Test Outline:
- Verify that the list of popular items is visible on the site.
- Check that the items are updated regularly based on user interactions.
- Test the accessibility of the list from the homepage to ensure user convenience.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US074,done,3,"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.","User Story:
As a training facilitator, I want to ensure that duplicate answer submissions are prevented, so that the integrity of my evaluation results remains intact and my ratings reflect true performance.

Acceptance Criteria:
- Implement a mechanism to detect and block repeated answer submissions from the same user.
- Provide real-time feedback to users attempting to submit duplicate responses.
- Ensure that the final ratings are based solely on unique submissions.

Test Outline:
- Test the system by attempting to submit the same answers multiple times and verify that the submissions are blocked.
- Check for user notifications when a duplicate submission is attempted.
- Analyze the final ratings to confirm they are derived from unique responses only.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US075,done,9,"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.","User Story:
As an instructor, I want to receive timely alerts regarding survey outcomes related to my courses, allowing me to assess and analyze the feedback effectively.

Acceptance Criteria:
- Obtain instant notifications as soon as each survey concludes.
- Access detailed survey results displayed in a user-friendly format.
- Ensure that feedback is categorized for efficient analysis.

Test Outline:
- Verify that notifications are sent immediately after a survey is completed.
- Assess the clarity and accessibility of the survey results presentation.
- Analyze the categorization of feedback to confirm it improves understanding and usability.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US076,done,3,"As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems.","User Story:
As a site administrator, I want to access performance results for each trainer along with average metrics for the class, enabling me to pinpoint any anomalies or potential issues.

Acceptance Criteria:
- Display individual performance results for all trainers.
- Calculate and present average metrics for the entire class.
- Highlight any outliers that may indicate problems.

Test Outline:
- Verify that the results for each trainer are accurately displayed.
- Check that the average metrics for the class are correctly calculated.
- Ensure that any outliers are clearly identified and flagged for review.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US077,done,3,"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.","User Story:
As a prospective student, I want to view the ratings of trainers so that I can select a course taught by a qualified instructor.

Acceptance Criteria:
- Display trainer ratings prominently on the course selection page
- Ensure ratings are updated in real-time based on user feedback
- Allow filtering of courses based on trainer ratings

Test Outline:
- Check that trainer ratings are visible and correctly displayed for each course
- Verify that ratings reflect the most recent user evaluations
- Test the filtering functionality to ensure it works as intended based on ratings",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,3,2.0,1.0
US078,done,9,"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.","User Story:
As a fitness coach, I want my rating to be prominently featured on my profile page, allowing prospective clients to make well-informed choices.

Acceptance Criteria:
- The rating is clearly displayed and easily accessible on the profile page.
- The rating updates in real-time based on client feedback.
- The rating system is designed to be intuitive and user-friendly for site visitors.

Test Outline:
- Inspect the profile page to confirm the rating's visibility and prominence.
- Provide feedback to ensure the rating reflects changes accurately.
- Assess the user interface for clarity and ease of navigation.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US079,done,9,"As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.","User Story:
As a website visitor, I want to access a dedicated section that clearly articulates the essential principles of Scrum, enabling me to swiftly grasp the foundational concepts.

Acceptance Criteria:
- The section provides clear and concise explanations of Scrum principles.
- It incorporates visual elements or real-world examples to aid understanding.
- The content is organized for seamless navigation, reachable within two clicks from the homepage.

Test Outline:
- Review the section for clarity and completeness in presenting Scrum principles.
- Confirm the presence of visual aids or examples that enhance the educational experience.
- Test the navigation to ensure the section is accessible within the specified two clicks.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,3,1.0,1,2,1.0,0.0
US080,done,9,"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.","User Story:
As a content creator, I aim to construct the ""What Is Scrum"" section to deliver insightful and valuable information to website visitors.

Acceptance Criteria:
- Compose a detailed and informative overview of the Scrum framework.
- Ensure the writing is engaging and easily digestible for readers.
- Make the section live on the website for public viewing.

Test Outline:
- Evaluate the drafted content for clarity, depth, and thoroughness.
- Verify that the section is accessible and properly displayed on the website.
- Collect user feedback to assess the relevance and helpfulness of the information presented.",1,2,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,0,2,2.0,1.0
US081,done,3,"As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.","User Story:
As a site visitor, I want to access comprehensive lists of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners on the website so that I can easily find qualified professionals in these roles.

Acceptance Criteria:
- Display an organized list of Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.
- Ensure that each listing includes relevant details such as names, certifications, and contact information.
- Implement a search or filter feature to help users quickly locate specific professionals.

Test Outline:
- Verify that the lists are accessible and correctly categorized on the site.
- Check that all necessary information is present for each professional listed.
- Test the search or filter functionality to ensure it works as intended.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,1.0
US082,done,9,"As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.","User Story:
As a Customer Success Manager, I want my name to be automatically added to the certification registry without requiring site membership, allowing potential employers and others to easily verify my credentials.

Acceptance Criteria:
- My name is accurately displayed in the certification registry.
- Inclusion in the registry does not require any membership prerequisites.
- The verification process for employers is smooth and efficient.

Test Outline:
- Confirm that my name is correctly listed in the certification registry.
- Check that accessing the registry does not require membership registration.
- Assess the verification process to ensure it is user-friendly for employers.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US083,done,9,"As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.","User Story:
As a course coordinator, I want to seamlessly upload an Excel spreadsheet to the platform, enabling the swift integration of course participants into the Scrum Alliance database.

Acceptance Criteria:
- Successfully complete the Excel file upload without any errors.
- Verify that every course participant is accurately reflected in the Scrum Alliance database.
- Ensure the upload process is completed within a specified time frame.

Test Outline:
- Test the upload functionality with a sample Excel file to confirm it works correctly.
- Check the Scrum Alliance database to ensure all participants from the uploaded spreadsheet are present.
- Measure the time taken for the upload to ensure it meets the required performance benchmarks.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US084,done,3,"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved.","User Story:
As a site administrator, I want to access a comprehensive list of classes that are currently pending approval, so that I can efficiently review and authorize those that require my approval.

Acceptance Criteria:
- Display all classes categorized as pending in a dedicated section.
- Provide a clear indication of which classes are awaiting approval.
- Enable quick approval actions for each pending class.

Test Outline:
- Verify that the pending classes are accurately listed on the admin interface.
- Check that each class shows its pending status clearly.
- Test the approval functionality to ensure it works seamlessly for each class.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,3,2.0,1.0
US085,done,9,"As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.","User Story:
As a site administrator, I want to transition participants in a trainer's class from a pending status to an official registration after confirming their payment from the trainer.

Acceptance Criteria:
- Verify the receipt of payment confirmation from the trainer.
- Successfully update the status of participants from pending to officially registered.
- Ensure the registry reflects these changes in real-time.

Test Outline:
- Validate that the payment confirmation is received and accurately logged.
- Check the participant status in the registry to confirm the update was successful.
- Monitor the registry for immediate accuracy after the status change.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US086,done,9,"As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.","User Story:
As a Customer Success Manager, I want to receive a prompt welcome email from the Scrum Alliance that offers clear instructions for activating my membership once my name is added to the registry.

Acceptance Criteria:
- The welcome email is sent immediately after my registration is completed.
- The email contains thorough guidance for the membership activation process.
- Ensure the email is directed to the accurate address linked to my account.

Test Outline:
- Verify that the welcome email arrives without delay following my registration.
- Examine the email to confirm it includes detailed instructions for activation.
- Check that the email is sent to the correct email address associated with my account.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,3,2.0,0.0
US087,done,9,"As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.","User Story:
As a content manager, I want to easily update the automated emails sent to newly certified Scrum Masters and Product Owners, allowing me to make quick modifications without needing a developer's help.

Acceptance Criteria:
- Gain access to an intuitive interface for editing the email content.
- Successfully save modifications to the email template without encountering errors.
- Preview the email prior to dispatch to verify its correctness.

Test Outline:
- Confirm that the content manager can navigate to the email editing interface.
- Test the save function to ensure that changes are accurately recorded.
- Validate the preview feature to check that it displays the revised content correctly.",2,2,2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,3,1.0,1,2,1.0,0.0
